Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10041800,2019-08-30 16:26:19,2019-08-30 15:04:56,25296,13667527,25296,540,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1004180/SRR10041800.1,SRX6776960,341F_785R_CR5_CR0315_R1.fastq.CR0315,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP219784,PRJNA562529,,562529,SRS5324034,SAMN12642843,simple,408170,human gut metagenome,CR0315,,,,,,,no,,,,,MOTHUR,SRA950191,,public,23D1BC024DAA40D0BDB1CF3E4511C86D,8987FF614F1F085D382C28D5898C0EA4
Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9306666,2019-06-15 22:01:12,2019-06-15 21:59:24,35566,17711755,35566,497,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9306666/SRR9306666.1,SRX6074475,BioBall_gut1,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP201532,PRJNA549032,,549032,SRS4976573,SAMN12069807,simple,1775950,invertebrate gut metagenome,BBM1,,,,,,,no,,,,,SHAHJALAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA899885,,public,3BF5C1523A4BAA4EC6D5894FFC6EB536,1015041B3070188382775D064A91A948
Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9680589,2019-07-15 06:46:12,2019-07-15 06:40:14,87230,39068305,87230,447,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9680589/SRR9680589.1,SRX6440810,F_S_AAF3d,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP214571,PRJNA547860,,547860,SRS5094795,SAMN11995646,simple,1154581,food fermentation metagenome,Fungi_S_AAF3d,,,,,,,no,,,,,TAIYUAN UNIVERSITY OF TECHNOLOGY,SRA920893,,public,55588BE644B424254205D7442388893D,A6F9ED9D555DC1F04D41A39A52225F6D
Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8983330,2019-04-29 06:04:11,2019-04-29 05:59:48,179627,108135454,179627,602,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8983330/SRR8983330.1,SRX5762625,Y5-2L,OTHER,other,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP194088,PRJNA540190,,540190,SRS4697278,SAMN11523675,simple,9823,Sus scrofa,Y5-2L,,,,,female,,no,,,,,NATIONAL INSTITUTE OF ANIMAL SCIENCE SOUTH KOREA,SRA880319,,public,EFCE6D66F78574B8A408B1D5B31741A7,3620D5C35DE5D75FF1CAC84664ACB88E
Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9040284,2019-05-10 09:06:11,2019-05-10 09:03:41,82283,36177520,82283,439,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9040284/SRR9040284.1,SRX5817421,B_W_AAF1d,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197530,PRJNA542111,,542111,SRS4746315,SAMN11609555,simple,1154581,food fermentation metagenome,Bacteria_W_AAF1d,,,,,,,no,,,,,TAIYUAN UNIVERSITY OF TECHNOLOGY,SRA885005,,public,799D6539B04134CD8E23BB4D9A8F57C3,9377BB1CB1480444804059EECB7D50FA
